site,instrument,year,parameter,metric,metric_value_no TFEE adjustment,metric_value_TFEE adjusted,management_level_no TFEE adjustment,management_level_TFEE adjusted
Victoria Topaz,NA,2013,so2,so2_ann,0.9,NA,green,NA
Victoria Topaz,NA,2014,so2,so2_1hr,20.7,NA,green,NA
Victoria Topaz,NA,2014,so2,so2_ann,1,NA,green,NA
Victoria Topaz,NA,2015,so2,so2_1hr,17.1,NA,green,NA
Victoria Topaz,NA,2015,so2,so2_ann,1,NA,green,NA
Victoria Topaz,NA,2016,so2,so2_1hr,14,NA,green,NA
Victoria Topaz,NA,2016,so2,so2_ann,0.8,NA,green,NA
Victoria Topaz,NA,2017,so2,so2_1hr,9.4,NA,green,NA
Victoria Topaz,NA,2017,so2,so2_ann,0.4,NA,green,NA
Victoria Topaz,NA,2018,so2,so2_1hr,5.2,NA,green,NA
Victoria Topaz,NA,2018,so2,so2_ann,0.3,NA,green,NA
Victoria Topaz,NA,2019,so2,so2_1hr,5.3,NA,green,NA
Victoria Topaz,NA,2019,so2,so2_ann,0.3,NA,green,NA
Williams Lake Columneetza School,NA,2017,so2,so2_ann,0.3,NA,green,NA
Williams Lake Columneetza School,NA,2018,so2,so2_1hr,1.8,NA,green,NA
Williams Lake Columneetza School,NA,2018,so2,so2_ann,0.2,NA,green,NA
Williams Lake Columneetza School,NA,2019,so2,so2_1hr,1.8,NA,green,NA
Abbotsford A Columbia Street,PM25 SHARP5030,2020,pm25,pm25_annual,6.6,5.6,orange,yellow
Abbotsford A Columbia Street,PM25 SHARP5030,2020,pm25,pm25_24h,23,17,orange,yellow
Abbotsford A Columbia Street,PM25 SHARP5030,2021,pm25,pm25_annual,5.7,5,yellow,yellow
Abbotsford A Columbia Street,PM25 SHARP5030,2021,pm25,pm25_24h,18,15,yellow,yellow
Abbotsford Central,PM25 SHARP5030,2020,pm25,pm25_annual,6,5.3,yellow,yellow
Abbotsford Central,PM25 SHARP5030,2020,pm25,pm25_24h,21,15,orange,yellow
Abbotsford Central,PM25 SHARP5030,2021,pm25,pm25_annual,5.3,4.9,yellow,yellow
Abbotsford Central,PM25 SHARP5030,2021,pm25,pm25_24h,14,13,yellow,yellow
Agassiz Municipal Hall,PM25_SHARP5030i,2020,pm25,pm25_annual,6.5,5.5,orange,yellow
Agassiz Municipal Hall,PM25_SHARP5030i,2020,pm25,pm25_24h,29,15,red,yellow
Agassiz Municipal Hall,PM25_SHARP5030i,2021,pm25,pm25_annual,6,5.1,yellow,yellow
Agassiz Municipal Hall,PM25_SHARP5030i,2021,pm25,pm25_24h,26,13,orange,yellow
Burnaby Kensington Park,PM25 SHARP5030,2020,pm25,pm25_annual,5.6,4.5,yellow,yellow
Burnaby Kensington Park,PM25 SHARP5030,2020,pm25,pm25_24h,32,12,red,yellow
Burnaby Kensington Park,PM25 SHARP5030,2021,pm25,pm25_annual,5,4.2,yellow,yellow
Burnaby Kensington Park,PM25 SHARP5030,2021,pm25,pm25_24h,24,10,orange,green
Burnaby South,PM25 SHARP5030,2020,pm25,pm25_annual,5.8,5,yellow,yellow
Burnaby South,PM25 SHARP5030,2020,pm25,pm25_24h,18,13,yellow,yellow
Burnaby South,PM25 SHARP5030,2021,pm25,pm25_annual,5.2,4.7,yellow,yellow
Burnaby South,PM25 SHARP5030,2021,pm25,pm25_24h,14,12,yellow,yellow
Burns Lake Fire Centre,PM25 SHARP5030,2020,pm25,pm25_annual,7.9,7.9,orange,orange
Burns Lake Fire Centre,PM25 SHARP5030,2020,pm25,pm25_24h,38,20,red,orange
Burns Lake Fire Centre,PM25 SHARP5030,2021,pm25,pm25_annual,7.6,7.6,orange,orange
Burns Lake Fire Centre,PM25 SHARP5030,2021,pm25,pm25_24h,20,20,orange,orange
Castlegar Zinio Park,PM25 SHARP5030,2020,pm25,pm25_annual,11.6,7.2,red,orange
Castlegar Zinio Park,PM25 SHARP5030,2020,pm25,pm25_24h,74,18,red,yellow
Castlegar Zinio Park,PM25 SHARP5030,2021,pm25,pm25_annual,12.3,6.9,red,orange
Castlegar Zinio Park,PM25 SHARP5030,2021,pm25,pm25_24h,105,17,red,yellow
Chilliwack Airport,PM25 SHARP5030,2020,pm25,pm25_annual,6.6,5.6,orange,yellow
Chilliwack Airport,PM25 SHARP5030,2020,pm25,pm25_24h,28,15,red,yellow
Chilliwack Airport,PM25 SHARP5030,2021,pm25,pm25_annual,5.9,5.1,yellow,yellow
Chilliwack Airport,PM25 SHARP5030,2021,pm25,pm25_24h,16,13,yellow,yellow
Colwood City Hall,BAM1020,2020,pm25,pm25_annual,7.5,5.6,orange,yellow
Colwood City Hall,BAM1020,2020,pm25,pm25_24h,39,15,red,yellow
Colwood City Hall,BAM1020,2021,pm25,pm25_annual,6.6,5.4,orange,yellow
Colwood City Hall,BAM1020,2021,pm25,pm25_24h,29,14,red,yellow
Courtenay Elementary School,BAM1020,2020,pm25,pm25_annual,8.3,7.4,orange,orange
Courtenay Elementary School,BAM1020,2020,pm25,pm25_24h,27,24,orange,orange
Courtenay Elementary School,BAM1020,2021,pm25,pm25_annual,8.3,7.4,orange,orange
Courtenay Elementary School,BAM1020,2021,pm25,pm25_24h,26,24,orange,orange
Cranbrook Muriel Baxter,PM25_SHARP5030i,2020,pm25,pm25_annual,5.6,5.2,yellow,yellow
Cranbrook Muriel Baxter,PM25_SHARP5030i,2020,pm25,pm25_24h,15,14,yellow,yellow
Cranbrook Muriel Baxter,PM25_SHARP5030i,2021,pm25,pm25_annual,6.9,5.9,orange,yellow
Cranbrook Muriel Baxter,PM25_SHARP5030i,2021,pm25,pm25_24h,29,17,red,yellow
Crofton Elementary,BAM1020,2021,pm25,pm25_annual,4.4,3.2,yellow,green
Crofton Elementary,BAM1020,2021,pm25,pm25_24h,34,10,red,green
Crofton Substation,BAM1020,2020,pm25,pm25_annual,6.3,5.6,yellow,yellow
Crofton Substation,BAM1020,2020,pm25,pm25_24h,26,16,orange,yellow
Crofton Substation,BAM1020,2021,pm25,pm25_annual,5.4,4.7,yellow,yellow
Crofton Substation,BAM1020,2021,pm25,pm25_24h,22,12,orange,yellow
Duncan,BAM1020,2020,pm25,pm25_annual,7.8,6.9,orange,orange
Duncan,BAM1020,2020,pm25,pm25_24h,28,22,red,orange
Duncan,BAM1020,2021,pm25,pm25_annual,7.4,6.8,orange,orange
Duncan,BAM1020,2021,pm25,pm25_24h,25,21,orange,orange
Duncan Deykin Avenue,BAM1020,2020,pm25,pm25_annual,8,6.9,orange,orange
Duncan Deykin Avenue,BAM1020,2020,pm25,pm25_24h,28,18,red,yellow
Duncan Deykin Avenue,BAM1020,2021,pm25,pm25_annual,6.7,6,orange,yellow
Duncan Deykin Avenue,BAM1020,2021,pm25,pm25_24h,24,15,orange,yellow
Elk Falls Dogwood,BAM1020,2020,pm25,pm25_annual,7.3,6.4,orange,yellow
Elk Falls Dogwood,BAM1020,2020,pm25,pm25_24h,23,16,orange,yellow
Elk Falls Dogwood,BAM1020,2021,pm25,pm25_annual,6.9,6.4,orange,yellow
Elk Falls Dogwood,BAM1020,2021,pm25,pm25_24h,20,16,orange,yellow
Fort St John Key Learning Centre,PM25 SHARP5030,2020,pm25,pm25_annual,7,5.8,orange,yellow
Fort St John Key Learning Centre,PM25 SHARP5030,2020,pm25,pm25_24h,32,18,red,yellow
Fort St John Key Learning Centre,PM25 SHARP5030,2021,pm25,pm25_annual,5.2,4.9,yellow,yellow
Fort St John Key Learning Centre,PM25 SHARP5030,2021,pm25,pm25_24h,21,16,orange,yellow
Golden Helipad,PM25_SHARP5030i,2020,pm25,pm25_annual,9.9,8.3,red,orange
Golden Helipad,PM25_SHARP5030i,2020,pm25,pm25_24h,42,22,red,orange
Golden Helipad,PM25_SHARP5030i,2021,pm25,pm25_annual,10.5,8.4,red,orange
Golden Helipad,PM25_SHARP5030i,2021,pm25,pm25_24h,48,23,red,orange
Grand Forks City Hall,TEOM/SHARP,2020,pm25,pm25_annual,12.2,9.2,red,red
Grand Forks City Hall,TEOM/SHARP,2020,pm25,pm25_24h,61,25,red,orange
Grand Forks City Hall,TEOM/SHARP,2021,pm25,pm25_annual,11.4,9,red,red
Grand Forks City Hall,TEOM/SHARP,2021,pm25,pm25_24h,49,24,red,orange
Hope Airport,PM25 SHARP5030,2020,pm25,pm25_annual,6.4,4.9,yellow,yellow
Hope Airport,PM25 SHARP5030,2020,pm25,pm25_24h,31,13,red,yellow
Hope Airport,PM25 SHARP5030,2021,pm25,pm25_annual,5.6,4.7,yellow,yellow
Hope Airport,PM25 SHARP5030,2021,pm25,pm25_24h,15,11,yellow,yellow
Horseshoe Bay,PM25 SHARP5030,2020,pm25,pm25_annual,4.9,3.9,yellow,green
Horseshoe Bay,PM25 SHARP5030,2020,pm25,pm25_24h,31,11,red,yellow
Horseshoe Bay,PM25 SHARP5030,2021,pm25,pm25_annual,4.6,3.8,yellow,green
Horseshoe Bay,PM25 SHARP5030,2021,pm25,pm25_24h,27,10,orange,green
Houston Firehall,PM25 SHARP5030,2020,pm25,pm25_annual,9.4,9.4,red,red
Houston Firehall,PM25 SHARP5030,2020,pm25,pm25_24h,31,31,red,red
Houston Firehall,PM25 SHARP5030,2021,pm25,pm25_annual,8.9,8.9,red,red
Houston Firehall,PM25 SHARP5030,2021,pm25,pm25_24h,30,30,red,red
Kamloops Federal Building,BAM1020/SHARP,2020,pm25,pm25_annual,9,7.2,red,orange
Kamloops Federal Building,BAM1020/SHARP,2020,pm25,pm25_24h,35,18,red,yellow
Kamloops Federal Building,BAM1020/SHARP,2021,pm25,pm25_annual,9.4,6.7,red,orange
Kamloops Federal Building,BAM1020/SHARP,2021,pm25,pm25_24h,47,16,red,yellow
Kelowna,PM25 SHARP5030,2020,pm25,pm25_annual,9.6,6.1,red,yellow
Kelowna,PM25 SHARP5030,2020,pm25,pm25_24h,53,17,red,yellow
Kelowna,PM25 SHARP5030,2021,pm25,pm25_annual,9.6,5.9,red,yellow
Kelowna,PM25 SHARP5030,2021,pm25,pm25_24h,62,18,red,yellow
Kitimat Haisla Village,BAM1020/TEOM,2020,pm25,pm25_annual,3.9,3.9,green,green
Kitimat Haisla Village,BAM1020/TEOM,2020,pm25,pm25_24h,9,9,green,green
Kitimat Riverlodge,BAM1020,2020,pm25,pm25_annual,4.4,4.4,yellow,yellow
Kitimat Riverlodge,BAM1020,2020,pm25,pm25_24h,11,11,yellow,yellow
Kitimat Riverlodge,BAM1020,2021,pm25,pm25_annual,3.5,3.5,green,green
Kitimat Riverlodge,BAM1020,2021,pm25,pm25_24h,9,9,green,green
Kitimat Whitesail,BAM1020/TEOM,2020,pm25,pm25_annual,3.5,3.5,green,green
Kitimat Whitesail,BAM1020/TEOM,2020,pm25,pm25_24h,9,9,green,green
Kitimat Whitesail,BAM1020/TEOM,2021,pm25,pm25_annual,3.3,3.3,green,green
Kitimat Whitesail,BAM1020/TEOM,2021,pm25,pm25_24h,9,9,green,green
Langdale Elementary,BAM1020,2020,pm25,pm25_annual,6.3,5.2,yellow,yellow
Langdale Elementary,BAM1020,2020,pm25,pm25_24h,33,14,red,yellow
Langdale Elementary,BAM1020,2021,pm25,pm25_annual,4.9,3.9,yellow,green
Langdale Elementary,BAM1020,2021,pm25,pm25_24h,31,11,red,yellow
Langley Central,PM25 SHARP5030,2020,pm25,pm25_annual,6.4,5.4,yellow,yellow
Langley Central,PM25 SHARP5030,2020,pm25,pm25_24h,30,18,red,yellow
Langley Central,PM25 SHARP5030,2021,pm25,pm25_annual,5.6,4.9,yellow,yellow
Langley Central,PM25 SHARP5030,2021,pm25,pm25_24h,24,15,orange,yellow
Mission School Works Yard,PM25_SHARP5030i,2020,pm25,pm25_annual,7,5.9,orange,yellow
Mission School Works Yard,PM25_SHARP5030i,2020,pm25,pm25_24h,36,17,red,yellow
Mission School Works Yard,PM25_SHARP5030i,2021,pm25,pm25_annual,6.3,5.5,yellow,yellow
Mission School Works Yard,PM25_SHARP5030i,2021,pm25,pm25_24h,28,15,red,yellow
Nanaimo Labieux Road,BAM1020,2020,pm25,pm25_annual,5.3,4.1,yellow,yellow
Nanaimo Labieux Road,BAM1020,2020,pm25,pm25_24h,23,11,orange,yellow
Nanaimo Labieux Road,BAM1020,2021,pm25,pm25_annual,5.4,4.7,yellow,yellow
Nanaimo Labieux Road,BAM1020,2021,pm25,pm25_24h,22,11,orange,yellow
New Westminster Sapperton Park,PM25_SHARP5030i,2020,pm25,pm25_annual,6.9,6.3,orange,yellow
New Westminster Sapperton Park,PM25_SHARP5030i,2020,pm25,pm25_24h,21,16,orange,yellow
New Westminster Sapperton Park,PM25_SHARP5030i,2021,pm25,pm25_annual,6.1,5.8,yellow,yellow
New Westminster Sapperton Park,PM25_SHARP5030i,2021,pm25,pm25_24h,15,12,yellow,yellow
North Delta,PM25 SHARP5030,2020,pm25,pm25_annual,6.3,5.5,yellow,yellow
North Delta,PM25 SHARP5030,2020,pm25,pm25_24h,22,15,orange,yellow
North Delta,PM25 SHARP5030,2021,pm25,pm25_annual,6,5.4,yellow,yellow
North Delta,PM25 SHARP5030,2021,pm25,pm25_24h,19,13,yellow,yellow
North Vancouver Mahon Park,PM25 SHARP5030,2020,pm25,pm25_annual,5.6,4.6,yellow,yellow
North Vancouver Mahon Park,PM25 SHARP5030,2020,pm25,pm25_24h,35,13,red,yellow
North Vancouver Mahon Park,PM25 SHARP5030,2021,pm25,pm25_annual,4.8,4.1,yellow,yellow
North Vancouver Mahon Park,PM25 SHARP5030,2021,pm25,pm25_24h,27,10,orange,green
Pitt Meadows Meadowlands School,PM25 SHARP5030,2020,pm25,pm25_annual,6.1,5.1,yellow,yellow
Pitt Meadows Meadowlands School,PM25 SHARP5030,2020,pm25,pm25_24h,31,15,red,yellow
Pitt Meadows Meadowlands School,PM25 SHARP5030,2021,pm25,pm25_annual,5.3,4.5,yellow,yellow
Pitt Meadows Meadowlands School,PM25 SHARP5030,2021,pm25,pm25_24h,24,12,orange,yellow
Port Alberni Elementary,BAM1020,2020,pm25,pm25_annual,9.4,8.6,red,orange
Port Alberni Elementary,BAM1020,2020,pm25,pm25_24h,26,23,orange,orange
Port Alberni Elementary,BAM1020,2021,pm25,pm25_annual,8.2,7.7,orange,orange
Port Alberni Elementary,BAM1020,2021,pm25,pm25_24h,23,20,orange,orange
Port Moody Rocky Point Park,PM25 SHARP5030,2020,pm25,pm25_annual,6,4.9,yellow,yellow
Port Moody Rocky Point Park,PM25 SHARP5030,2020,pm25,pm25_24h,33,13,red,yellow
Port Moody Rocky Point Park,PM25 SHARP5030,2021,pm25,pm25_annual,5.4,4.6,yellow,yellow
Port Moody Rocky Point Park,PM25 SHARP5030,2021,pm25,pm25_24h,25,10,orange,green
Powell River James Thomson School,PM25_R&P_TEOM,2020,pm25,pm25_annual,3.1,2.2,green,green
Powell River James Thomson School,PM25_R&P_TEOM,2020,pm25,pm25_24h,18,7,yellow,green
Powell River James Thomson School,PM25_T640,2020,pm25,pm25_annual,6.1,4.7,yellow,yellow
Powell River James Thomson School,PM25_T640,2020,pm25,pm25_24h,24,11,orange,yellow
Powell River James Thomson School,PM25_T640,2021,pm25,pm25_annual,5.7,4.8,yellow,yellow
Powell River James Thomson School,PM25_T640,2021,pm25,pm25_24h,20,11,orange,yellow
Prince Rupert Fairview,PM25_SHARP5030i,2020,pm25,pm25_annual,3.1,3.1,green,green
Prince Rupert Fairview,PM25_SHARP5030i,2020,pm25,pm25_24h,9,9,green,green
Prince Rupert Fairview,PM25_SHARP5030i,2021,pm25,pm25_annual,2.9,2.9,green,green
Prince Rupert Fairview,PM25_SHARP5030i,2021,pm25,pm25_24h,8,8,green,green
Quesnel,SHARP,2020,pm25,pm25_annual,12.8,9.8,red,red
Quesnel,SHARP,2020,pm25,pm25_24h,72,26,red,orange
Quesnel,SHARP,2021,pm25,pm25_annual,9.4,8.5,red,orange
Quesnel,SHARP,2021,pm25,pm25_24h,34,25,red,orange
Richmond South,PM25 SHARP5030,2020,pm25,pm25_annual,6.8,5.7,orange,yellow
Richmond South,PM25 SHARP5030,2020,pm25,pm25_24h,25,15,orange,yellow
Richmond South,PM25 SHARP5030,2021,pm25,pm25_annual,5.9,5.2,yellow,yellow
Richmond South,PM25 SHARP5030,2021,pm25,pm25_24h,19,13,yellow,yellow
Smithers,SHARP,2020,pm25,pm25_annual,8.1,7.9,orange,orange
Smithers,SHARP,2020,pm25,pm25_24h,24,23,orange,orange
Smithers,SHARP,2021,pm25,pm25_annual,7.2,7.2,orange,orange
Smithers,SHARP,2021,pm25,pm25_24h,20,20,orange,orange
Squamish Elementary,BAM1020/SHARP,2020,pm25,pm25_annual,5.9,5.2,yellow,yellow
Squamish Elementary,BAM1020/SHARP,2020,pm25,pm25_24h,28,14,red,yellow
Squamish Elementary,BAM1020/SHARP,2021,pm25,pm25_annual,5,4.9,yellow,yellow
Squamish Elementary,BAM1020/SHARP,2021,pm25,pm25_24h,14,11,yellow,yellow
Surrey East,PM25 SHARP5030,2020,pm25,pm25_annual,6.6,5.5,orange,yellow
Surrey East,PM25 SHARP5030,2020,pm25,pm25_24h,29,15,red,yellow
Surrey East,PM25 SHARP5030,2021,pm25,pm25_annual,5.9,5.1,yellow,yellow
Surrey East,PM25 SHARP5030,2021,pm25,pm25_24h,22,13,orange,yellow
Terrace Skeena Middle School,PM25 SHARP5030,2020,pm25,pm25_annual,5.5,5.5,yellow,yellow
Terrace Skeena Middle School,PM25 SHARP5030,2020,pm25,pm25_24h,15,15,yellow,yellow
Terrace Skeena Middle School,PM25 SHARP5030,2021,pm25,pm25_annual,4.9,4.9,yellow,yellow
Terrace Skeena Middle School,PM25 SHARP5030,2021,pm25,pm25_24h,14,14,yellow,yellow
Tsawwassen,PM25 SHARP5030,2020,pm25,pm25_annual,5.1,4.2,yellow,yellow
Tsawwassen,PM25 SHARP5030,2020,pm25,pm25_24h,16,11,yellow,yellow
Tsawwassen,PM25 SHARP5030,2021,pm25,pm25_annual,4.6,4.1,yellow,yellow
Tsawwassen,PM25 SHARP5030,2021,pm25,pm25_24h,12,10,yellow,green
Valemount,PM25 SHARP5030,2020,pm25,pm25_24h,77,47,red,red
Valemount,PM25 SHARP5030,2021,pm25,pm25_24h,63,NA,red,NA
Vancouver Clark Drive,PM25 SHARP5030,2020,pm25,pm25_annual,7.9,6.9,orange,orange
Vancouver Clark Drive,PM25 SHARP5030,2020,pm25,pm25_24h,35,18,red,yellow
Vancouver Clark Drive,PM25 SHARP5030,2021,pm25,pm25_annual,7.1,6.3,orange,yellow
Vancouver Clark Drive,PM25 SHARP5030,2021,pm25,pm25_24h,26,15,orange,yellow
Vancouver International Airport 2,PM25 SHARP5030,2020,pm25,pm25_annual,6.1,5.1,yellow,yellow
Vancouver International Airport 2,PM25 SHARP5030,2020,pm25,pm25_24h,26,15,orange,yellow
Vancouver International Airport 2,PM25 SHARP5030,2021,pm25,pm25_annual,5.3,4.6,yellow,yellow
Vancouver International Airport 2,PM25 SHARP5030,2021,pm25,pm25_24h,20,12,orange,yellow
Vanderhoof Courthouse,BAM1020,2020,pm25,pm25_24h,88,33,red,red
Vanderhoof Courthouse,BAM1020,2021,pm25,pm25_24h,29,NA,red,NA
Vernon Science Centre,PM25 SHARP5030,2020,pm25,pm25_annual,10.3,8.8,red,orange
Vernon Science Centre,PM25 SHARP5030,2020,pm25,pm25_24h,43,24,red,orange
Vernon Science Centre,PM25 SHARP5030,2021,pm25,pm25_annual,10.8,8.5,red,orange
Vernon Science Centre,PM25 SHARP5030,2021,pm25,pm25_24h,69,23,red,orange
Victoria Topaz,BAM1020,2020,pm25,pm25_annual,7.9,6.8,orange,orange
Victoria Topaz,BAM1020,2020,pm25,pm25_24h,31,17,red,yellow
Victoria Topaz,BAM1020,2021,pm25,pm25_annual,7.1,6.3,orange,yellow
Victoria Topaz,BAM1020,2021,pm25,pm25_24h,27,15,orange,yellow
Whistler Meadow Park,BAM1020,2020,pm25,pm25_annual,6.6,5.3,orange,yellow
Whistler Meadow Park,BAM1020,2020,pm25,pm25_24h,38,15,red,yellow
Whistler Meadow Park,BAM1020,2021,pm25,pm25_annual,5.5,4.8,yellow,yellow
Whistler Meadow Park,BAM1020,2021,pm25,pm25_24h,22,14,orange,yellow
Williams Lake Columneetza School,PM25 SHARP5030,2020,pm25,pm25_annual,9.2,6.8,red,orange
Williams Lake Columneetza School,PM25 SHARP5030,2020,pm25,pm25_24h,51,19,red,yellow
Williams Lake Columneetza School,PM25 SHARP5030,2021,pm25,pm25_annual,6.5,5.9,orange,yellow
Williams Lake Columneetza School,PM25 SHARP5030,2021,pm25,pm25_24h,25,18,orange,yellow
Abbotsford A Columbia Street,NA,2020,o3,o3_8h,56,54,yellow,yellow
Abbotsford A Columbia Street,NA,2021,o3,o3_8h,52,51,yellow,yellow
Abbotsford Central,NA,2020,o3,o3_8h,56,56,yellow,yellow
Abbotsford Central,NA,2021,o3,o3_8h,50,50,green,green
Agassiz Municipal Hall,NA,2020,o3,o3_8h,56,54,yellow,yellow
Agassiz Municipal Hall,NA,2021,o3,o3_8h,54,52,yellow,yellow
Burnaby Kensington Park,NA,2020,o3,o3_8h,47,47,green,green
Burnaby Kensington Park,NA,2021,o3,o3_8h,46,46,green,green
Burnaby Mountain,NA,2020,o3,o3_8h,53,53,yellow,yellow
Burnaby Mountain,NA,2021,o3,o3_8h,53,53,yellow,yellow
Burnaby South,NA,2020,o3,o3_8h,45,45,green,green
Burnaby South,NA,2021,o3,o3_8h,44,44,green,green
Castlegar Zinio Park,NA,2020,o3,o3_8h,48,48,green,green
Castlegar Zinio Park,NA,2021,o3,o3_8h,52,52,yellow,yellow
Chilliwack Airport,NA,2020,o3,o3_8h,58,57,orange,orange
Chilliwack Airport,NA,2021,o3,o3_8h,57,55,orange,yellow
Colwood City Hall,NA,2020,o3,o3_8h,50,50,green,green
Colwood City Hall,NA,2021,o3,o3_8h,51,51,yellow,yellow
Coquitlam Douglas College,NA,2020,o3,o3_8h,53,53,yellow,yellow
Coquitlam Douglas College,NA,2021,o3,o3_8h,54,54,yellow,yellow
Courtenay Elementary School,NA,2020,o3,o3_8h,48,48,green,green
Courtenay Elementary School,NA,2021,o3,o3_8h,48,48,green,green
Cranbrook Muriel Baxter,NA,2020,o3,o3_8h,50,50,green,green
Cranbrook Muriel Baxter,NA,2021,o3,o3_8h,53,53,yellow,yellow
Duncan,NA,2020,o3,o3_8h,52,52,yellow,yellow
Duncan,NA,2021,o3,o3_8h,49,49,green,green
Fort St John Key Learning Centre,NA,2020,o3,o3_8h,51,51,yellow,yellow
Fort St John Key Learning Centre,NA,2021,o3,o3_8h,50,50,green,green
Hope Airport,NA,2020,o3,o3_8h,59,57,orange,orange
Hope Airport,NA,2021,o3,o3_8h,56,56,yellow,yellow
Kamloops Federal Building,NA,2020,o3,o3_8h,50,50,green,green
Kamloops Federal Building,NA,2021,o3,o3_8h,51,51,yellow,yellow
Kelowna,NA,2020,o3,o3_8h,51,51,yellow,yellow
Kelowna,NA,2021,o3,o3_8h,52,52,yellow,yellow
Kitimat Whitesail,NA,2021,o3,o3_8h,42,42,green,green
Langley Central,NA,2020,o3,o3_8h,57,57,orange,orange
Langley Central,NA,2021,o3,o3_8h,52,52,yellow,yellow
Maple Ridge Golden Ears School,NA,2020,o3,o3_8h,59,58,orange,orange
Maple Ridge Golden Ears School,NA,2021,o3,o3_8h,57,56,orange,yellow
Mission School Works Yard,NA,2020,o3,o3_8h,62,56,orange,yellow
Mission School Works Yard,NA,2021,o3,o3_8h,58,57,orange,orange
Nanaimo Labieux Road,NA,2020,o3,o3_8h,46,46,green,green
Nanaimo Labieux Road,NA,2021,o3,o3_8h,45,45,green,green
New Westminster Sapperton Park,NA,2020,o3,o3_8h,47,47,green,green
New Westminster Sapperton Park,NA,2021,o3,o3_8h,47,47,green,green
North Delta,NA,2020,o3,o3_8h,45,45,green,green
North Delta,NA,2021,o3,o3_8h,45,45,green,green
North Vancouver Mahon Park,NA,2020,o3,o3_8h,46,46,green,green
North Vancouver Mahon Park,NA,2021,o3,o3_8h,45,45,green,green
Pitt Meadows Meadowlands School,NA,2020,o3,o3_8h,51,51,yellow,yellow
Pitt Meadows Meadowlands School,NA,2021,o3,o3_8h,50,50,green,green
Port Moody Rocky Point Park,NA,2020,o3,o3_8h,47,47,green,green
Port Moody Rocky Point Park,NA,2021,o3,o3_8h,48,48,green,green
Prince George Plaza 400,NA,2020,o3,o3_8h,51,51,yellow,yellow
Prince George Plaza 400,NA,2021,o3,o3_8h,49,49,green,green
Prince Rupert Fairview,NA,2020,o3,o3_8h,41,41,green,green
Prince Rupert Fairview,NA,2021,o3,o3_8h,41,41,green,green
Quesnel,NA,2020,o3,o3_8h,49,49,green,green
Quesnel,NA,2021,o3,o3_8h,46,46,green,green
Richmond South,NA,2020,o3,o3_8h,46,46,green,green
Richmond South,NA,2021,o3,o3_8h,45,45,green,green
Smithers,NA,2020,o3,o3_8h,46,46,green,green
Smithers,NA,2021,o3,o3_8h,44,44,green,green
Squamish Elementary,NA,2020,o3,o3_8h,47,47,green,green
Squamish Elementary,NA,2021,o3,o3_8h,44,44,green,green
Surrey East,NA,2020,o3,o3_8h,53,53,yellow,yellow
Surrey East,NA,2021,o3,o3_8h,50,50,green,green
Taylor Townsite,NA,2020,o3,o3_8h,52,52,yellow,yellow
Taylor Townsite,NA,2021,o3,o3_8h,51,51,yellow,yellow
Terrace Skeena Middle School,NA,2020,o3,o3_8h,45,45,green,green
Terrace Skeena Middle School,NA,2021,o3,o3_8h,44,44,green,green
Tsawwassen,NA,2020,o3,o3_8h,47,47,green,green
Tsawwassen,NA,2021,o3,o3_8h,46,46,green,green
Vancouver Clark Drive,NA,2020,o3,o3_8h,43,43,green,green
Vancouver Clark Drive,NA,2021,o3,o3_8h,41,41,green,green
Vancouver International Airport 2,NA,2020,o3,o3_8h,45,45,green,green
Vancouver International Airport 2,NA,2021,o3,o3_8h,44,44,green,green
Vancouver Robson Square,NA,2020,o3,o3_8h,38,38,green,green
Vancouver Robson Square,NA,2021,o3,o3_8h,38,38,green,green
Vernon Science Centre,NA,2020,o3,o3_8h,51,51,yellow,yellow
Vernon Science Centre,NA,2021,o3,o3_8h,52,52,yellow,yellow
Victoria Topaz,NA,2020,o3,o3_8h,46,46,green,green
Victoria Topaz,NA,2021,o3,o3_8h,45,45,green,green
Whistler Meadow Park,NA,2020,o3,o3_8h,50,50,green,green
Whistler Meadow Park,NA,2021,o3,o3_8h,49,49,green,green
Williams Lake Columneetza School,NA,2020,o3,o3_8h,52,52,yellow,yellow
Williams Lake Columneetza School,NA,2021,o3,o3_8h,50,50,green,green
Abbotsford A Columbia Street,NA,2020,no2,no2_1hr,29.5,NA,yellow,NA
Abbotsford A Columbia Street,NA,2020,no2,no2_ann,6.3,NA,yellow,NA
Abbotsford A Columbia Street,NA,2021,no2,no2_1hr,28.4,NA,yellow,NA
Abbotsford A Columbia Street,NA,2021,no2,no2_ann,6.2,NA,yellow,NA
Abbotsford Central,NA,2020,no2,no2_1hr,35.1,NA,orange,NA
Abbotsford Central,NA,2020,no2,no2_ann,7.7,NA,orange,NA
Abbotsford Central,NA,2021,no2,no2_1hr,33.3,NA,orange,NA
Abbotsford Central,NA,2021,no2,no2_ann,7.4,NA,orange,NA
Agassiz Municipal Hall,NA,2020,no2,no2_1hr,29,NA,yellow,NA
Agassiz Municipal Hall,NA,2020,no2,no2_ann,6.8,NA,yellow,NA
Agassiz Municipal Hall,NA,2021,no2,no2_1hr,28.4,NA,yellow,NA
Agassiz Municipal Hall,NA,2021,no2,no2_ann,7.1,NA,orange,NA
Burnaby Kensington Park,NA,2020,no2,no2_1hr,36.6,NA,orange,NA
Burnaby Kensington Park,NA,2020,no2,no2_ann,8.6,NA,orange,NA
